mid,answer,probability,source
/m/05s5v6,Tetrahydrozoline,0.0,KGMATCHER: CANONICALIZED
/m/05s5v6,Tetrahydrozoline,0.5161952300802428,PRA
/m/016kf9,Calcium,0.0,KGMATCHER: CANONICALIZED
/m/016kf9,Calcium,0.0,BRAIN
/m/02tm23,Ceftazidime,0.0,KGMATCHER: CANONICALIZED
/m/0d19y2,Lamivudine/Zidovudine,0.0,KGMATCHER: CANONICALIZED
/m/0gxcc,Scopolamine,0.0,KGMATCHER: CANONICALIZED
/m/0gxcc,Scopolamine,0.5924560749520663,PRA
/m/02vv2,Deep brain stimulation,0.0,KGMATCHER: CANONICALIZED
/m/02vv2,Deep brain stimulation,0.10000000149011612,BRAIN
/m/027hvwb,Oxybutynin,1.0,KGMATCHER: CANONICALIZED
/m/027hvwb,Oxybutynin,0.05000000074505806,BRAIN
/m/027hvwb,Oxybutynin,0.8201205293305319,PRA
/m/03l35g,Voriconazole,0.0,KGMATCHER: CANONICALIZED
/m/03bwzh1,Minoxidil,1.0,KGMATCHER: CANONICALIZED
/m/03bwzh1,Minoxidil,0.0,BRAIN
/m/03bwzh1,Minoxidil,0.9998022678145849,PRA
/m/0dcqh,Pethidine,0.0,KGMATCHER: CANONICALIZED
/m/0dcqh,Pethidine,0.0,BRAIN
/m/072zr,Intravenous immunoglobulin,0.0,KGMATCHER: CANONICALIZED
/m/072zr,Intravenous immunoglobulin,0.05000000074505806,BRAIN
/m/072zr,Intravenous immunoglobulin,0.6388895539155484,PRA
/m/012jc,Ethanol,0.0,KGMATCHER: CANONICALIZED
/m/012jc,Ethanol,0.0,BRAIN
/m/01qqwn,Radiation therapy,1.0,KGMATCHER: CANONICALIZED
/m/01qqwn,Radiation therapy,0.550000011920929,BRAIN
/m/01qqwn,Radiation therapy,0.9268883057242661,PRA
/m/04t1vl,Calcium,0.5,KGMATCHER: CANONICALIZED
/m/0265xn,Extracorporeal shockwave therapy,0.5,KGMATCHER: CANONICALIZED
/m/023dzn,Cetuximab,0.0,KGMATCHER: CANONICALIZED
/m/023dzn,Cetuximab,0.0,BRAIN
/m/02_4sn,Surgery,0.5,KGMATCHER: CANONICALIZED
/m/02_4sn,Surgery,0.742892931327411,PRA
/m/05504g,Immunosuppressive drug,0.5,KGMATCHER: CANONICALIZED
/m/05504g,Immunosuppressive drug,0.05000000074505806,BRAIN
/m/0c78m,Mometasone furoate,0.0,KGMATCHER: CANONICALIZED
/m/0c78m,Mometasone furoate,0.0,BRAIN
/m/06lkcq,Surgery,0.5,KGMATCHER: CANONICALIZED
/m/06lkcq,Surgery,0.20000000298023224,BRAIN
/m/06lkcq,Surgery,0.496575938141344,PRA
/m/01l2m3,Imipramine,0.0,KGMATCHER: CANONICALIZED
/m/0fltx,Orlistat,1.0,KGMATCHER: CANONICALIZED
/m/0fltx,Orlistat,0.0,BRAIN
/m/0fltx,Orlistat,0.7566520605725584,PRA
/m/02vrr,Clobazam,0.0,KGMATCHER: CANONICALIZED
/m/02q0yh,Interferon,0.0,KGMATCHER: CANONICALIZED
/m/02q0yh,Interferon,0.0,BRAIN
/m/0j80c,Benzthiazide,1.0,KGMATCHER: CANONICALIZED
/m/0401ll,Anticonvulsant,0.0,KGMATCHER: CANONICALIZED
/m/0401ll,Anticonvulsant,0.0,BRAIN
/m/0401ll,Anticonvulsant,0.5999708412750495,PRA
/m/0134rc,Medication,0.0,KGMATCHER: CANONICALIZED
/m/0cycc,Tussionex,0.0,KGMATCHER: CANONICALIZED
/m/02vrr,Gabapentin,1.0,KGMATCHER: CANONICALIZED
/m/02vrr,Gabapentin,0.0,BRAIN
/m/02vrr,Gabapentin,0.7641933400148889,PRA
/m/01q5y6,Psoriasis,0.5,KGMATCHER: CANONICALIZED
/m/02x0yg,Mesalazine,0.0,KGMATCHER: CANONICALIZED
/m/02x0yg,Mesalazine,0.15000000596046448,BRAIN
/m/0fd23,Ketotifen,0.0,KGMATCHER: CANONICALIZED
/m/0fd23,Ketotifen,0.0,BRAIN
/m/027hvwb,Solifenacin,1.0,KGMATCHER: CANONICALIZED
