mid,answer,probability,source
/m/01vw37m,Battle of the Sexes,1.0,KGMATCHER: CANONICALIZED
/m/01vw37m,Battle of the Sexes,0.0,BRAIN
/m/01vw37m,Battle of the Sexes,0.6376595960213289,PRA
/m/0367np,Sowing Season,0.0,KGMATCHER: CANONICALIZED
/m/01w61th,Sound Loaded,1.0,KGMATCHER: CANONICALIZED
/m/01w61th,Sound Loaded,0.0,BRAIN
/m/01w61th,Sound Loaded,0.5911386181896112,PRA
/m/0g9x698,Section.80,1.0,KGMATCHER: CANONICALIZED
/m/011z3g,Southernplayalisticadillacmuzik,1.0,KGMATCHER: CANONICALIZED
/m/011z3g,Southernplayalisticadillacmuzik,0.0,BRAIN
/m/011z3g,Southernplayalisticadillacmuzik,0.6408969968620637,PRA
/m/04rcr,The Thing That Should Not Be,0.0,KGMATCHER: CANONICALIZED
/m/0f2jr1,Break the Spell,1.0,KGMATCHER: CANONICALIZED
/m/0f2jr1,Break the Spell,0.0,BRAIN
/m/0f2jr1,Break the Spell,0.5769672677812703,PRA
/m/036z_k,Sydney Conservatorium of Music,0.0,KGMATCHER: CANONICALIZED
/m/036z_k,Sydney Conservatorium of Music,0.0,BRAIN
/m/01x0yrt,The Woman in Me,1.0,KGMATCHER: CANONICALIZED
/m/01x0yrt,The Woman in Me,0.0,BRAIN
/m/01x0yrt,The Woman in Me,0.5753467730907165,PRA
/m/0dvqq,Single,0.0,KGMATCHER: CANONICALIZED
/m/0c9l1,Korn,1.0,KGMATCHER: CANONICALIZED
/m/0c9l1,Korn,0.0,BRAIN
/m/0560w,Rude Awakening,0.0,KGMATCHER: CANONICALIZED
/m/0560w,Rude Awakening,0.0,BRAIN
/m/0560w,Rude Awakening,0.6625515721796781,PRA
/m/0hr30dv,DNA,0.0,KGMATCHER: CANONICALIZED
/m/0c01jn2,Shields,0.0,KGMATCHER: CANONICALIZED
/m/0lb_3,Hatebreeder,1.0,KGMATCHER: CANONICALIZED
/m/0lb_3,Hatebreeder,0.0,BRAIN
/m/0lb_3,Hatebreeder,0.8263471172114748,PRA
/m/078wwr,Back to the Traphouse,1.0,KGMATCHER: CANONICALIZED
/m/078wwr,Back to the Traphouse,0.0,BRAIN
/m/078wwr,Back to the Traphouse,0.6376595960213289,PRA
/m/0qf11,Tonight I'm Yours,1.0,KGMATCHER: CANONICALIZED
/m/0qf11,Tonight I'm Yours,0.0,BRAIN
/m/0cg9y,Strange Things,0.0,KGMATCHER: CANONICALIZED
/m/0b76ftj,Trunk Muzik 0-60,1.0,KGMATCHER: CANONICALIZED
/m/01vrz41,Sleeping With the Past,1.0,KGMATCHER: CANONICALIZED
/m/01vrz41,Sleeping With the Past,0.0,BRAIN
/m/01vrz41,Sleeping With the Past,0.5510058436998893,PRA
/m/0gcs9,Fars Province,0.0,KGMATCHER: CANONICALIZED
/m/0krh8,The Ghost of Tom Joad,0.0,KGMATCHER: CANONICALIZED
